,sentence,word,sym,sem,sns
9077, p37/d2540,.,.,NIL,O
9078, p52/d1677,This,this,PRX,O
9079, p52/d1677,coffee~shop,coffee~shop,CON,coffee_shop.n.01
9080, p52/d1677,is,be,NOW,O
9081, p52/d1677,cozy,cozy,IST,cozy.a.02
9082, p52/d1677,.,.,NIL,O
9083, p26/d3476,John,john,PER,male.n.02
9084, p26/d3476,sang,sing,EPS,sing.v.01
9085, p26/d3476,"""","""",NIL,O
9086, p26/d3476,Imagine,imagine,ART,music.n.01
9087, p26/d3476,"""","""",NIL,O
9088, p26/d3476,on,on,REL,O
9089, p26/d3476,the,the,DEF,O
9090, p26/d3476,stage,stage,CON,stage.n.03
9091, p26/d3476,.,.,NIL,O
9092, p79/d3234,It,entity,PRO,entity.n.01
9093, p79/d3234,cost,cost,EPS,O
9094, p79/d3234,me,speaker,PRO,O
9095, p79/d3234,10,10,QUC,O
9096, p79/d3234,dollars,dollar,UOM,O
9097, p79/d3234,.,.,NIL,O
9098, p04/d1518,Tom,tom,PER,male.n.02
9099, p04/d1518,asked,ask,EPS,ask.v.01
9100, p04/d1518,Mary,mary,PER,female.n.02
9101, p04/d1518,if,if,DIS,O
9102, p04/d1518,she,female,PRO,female.n.02
9103, p04/d1518,knew,know,EPS,know.v.04
9104, p04/d1518,John,john,PER,male.n.02
9105, p04/d1518,.,.,NIL,O
9106, p77/d0896,The,the,DEF,O
9107, p77/d0896,dog,dog,CON,dog.n.01
9108, p77/d0896,is,be,ENS,be.v.03
9109, p77/d0896,in,inside,REL,O
9110, p77/d0896,the,the,DEF,O
9111, p77/d0896,house,house,CON,house.n.01
9112, p77/d0896,.,.,NIL,O
9113, p96/d1382,Where,location,QUE,location.n.01
9114, p96/d1382,is,be,NOW,O
9115, p96/d1382,Mae~West,mae~west,PER,female.n.02
9116, p96/d1382,buried,bury,EXS,bury.v.02
9117, p96/d1382,?,?,QUE,O
9118, p77/d3018,I,speaker,PRO,O
9119, p77/d3018,shook,shake,EPS,shake.v.09
9120, p77/d3018,my,speaker,HAS,O
9121, p77/d3018,head,head,CON,head.n.01
9122, p77/d3018,.,.,NIL,O
9123, p58/d3291,This,this,PRX,O
9124, p58/d3291,hall,hall,CON,hall.n.03
9125, p58/d3291,will,will,FUT,O
9126, p58/d3291,hold,hold,ENS,hold.v.12
9127, p58/d3291,two~thousand,2000,QUC,O
9128, p58/d3291,people,person,CON,person.n.01
9129, p58/d3291,.,.,NIL,O
9130, p07/d2917,Tom,tom,PER,male.n.02
9131, p07/d2917,hoped,hope,EPS,hope.v.02
9132, p07/d2917,that,that,SUB,O
9133, p07/d2917,Mary,mary,PER,female.n.02
9134, p07/d2917,was,be,PST,O
9135, p07/d2917,all~right,all~right,IST,all_right.a.01
9136, p07/d2917,.,.,NIL,O
9137, p77/d1850,I,speaker,PRO,O
9138, p77/d1850,have,have,NOW,O
9139, p77/d1850,not,not,NOT,O
9140, p77/d1850,understood,understand,EXT,understand.v.01
9141, p77/d1850,anything,entity,DIS,entity.n.01
9142, p77/d1850,.,.,NIL,O
9143, p73/d2138,The,the,DEF,O
9144, p73/d2138,ship,ship,CON,ship.n.01
9145, p73/d2138,flashed,flash,EPS,flash.v.01
9146, p73/d2138,a,a,DIS,O
9147, p73/d2138,distress~signal,distress~signal,CON,distress_signal.n.01
9148, p73/d2138,.,.,NIL,O
9149, p83/d2026,Tom,tom,PER,male.n.02
9150, p83/d2026,is,be,NOW,O
9151, p83/d2026,in,in,REL,O
9152, p83/d2026,the,the,DEF,O
9153, p83/d2026,kitchen,kitchen,CON,kitchen.n.01
9154, p83/d2026,microwaving,microwave,EXG,microwave.v.01
9155, p83/d2026,popcorn,popcorn,CON,popcorn.n.01
9156, p83/d2026,.,.,NIL,O
9157, p32/d1930,She,female,PRO,female.n.02
9158, p32/d1930,'s,be,ENS,be.v.08
9159, p32/d1930,an,an,DIS,O
9160, p32/d1930,excellent,excellent,IST,excellent.a.01
9161, p32/d1930,brain~surgeon,brain~surgeon,ROL,brain_surgeon.n.01
9162, p32/d1930,.,.,NIL,O
9163, p53/d3300,Tom,tom,PER,male.n.02
9164, p53/d3300,does,do,NOW,O
9165, p53/d3300,n't,not,NOT,O
9166, p53/d3300,have,have,EXS,have.v.04
9167, p53/d3300,a,a,DIS,O
9168, p53/d3300,microwave~oven,microwave~oven,CON,microwave_oven.n.01
9169, p53/d3300,.,.,NIL,O
9170, p65/d2342,She,female,PRO,female.n.02
9171, p65/d2342,won,win,EPS,win.v.01
9172, p65/d2342,a,a,DIS,O
9173, p65/d2342,gold~medal,gold~medal,CON,gold_medal.n.01
9174, p65/d2342,.,.,NIL,O
9175, p32/d1658,Subway~fares,subway~fare,CON,subway_fare.n.01
9176, p32/d1658,will,will,FUT,O
9177, p32/d1658,be,be,NIL,O
9178, p32/d1658,raised,raise,EXS,raise.v.01
9179, p32/d1658,as~of,as~of,REL,O
9180, p32/d1658,April,april,MOY,O
9181, p32/d1658,1st,1,DOM,O
9182, p32/d1658,",",",",NIL,O
9183, p32/d1658,1999,1999,YOC,O
9184, p32/d1658,.,.,NIL,O
9185, p07/d3402,Tom,tom,PER,male.n.02
9186, p07/d3402,did,do,EPS,do.v.02
9187, p07/d3402,twenty,20,QUC,O
9188, p07/d3402,pushups,pushup,CON,pushup.n.01
9189, p07/d3402,.,.,NIL,O
9190, p93/d3256,Tom,tom,PER,male.n.02
9191, p93/d3256,pocketed,pocket,EPS,pocket.v.01
9192, p93/d3256,the,the,DEF,O
9193, p93/d3256,coin,coin,CON,coin.n.01
9194, p93/d3256,.,.,NIL,O
9195, p46/d3193,He,male,PRO,male.n.02
9196, p46/d3193,came,come,EPS,come.v.08
9197, p46/d3193,from,from,REL,O
9198, p46/d3193,a,a,DIS,O
9199, p46/d3193,tiny,tiny,IST,tiny.a.01
9200, p46/d3193,mountain,mountain,CON,mountain.n.01
9201, p46/d3193,town,town,CON,town.n.01
9202, p46/d3193,.,.,NIL,O
9203, p53/d0857,It,thing,NIL,thing.n.05
9204, p53/d0857,is,be,NOW,O
9205, p53/d0857,snowing,snow,EXG,snow.v.01
9206, p53/d0857,.,.,NIL,O
9207, p97/d2177,I,speaker,PRO,O
9208, p97/d2177,'m,be,NOW,O
9209, p97/d2177,divorced,divorced,IST,divorced.a.01
9210, p97/d2177,.,.,NIL,O
9211, p59/d1682,I,speaker,PRO,O
9212, p59/d1682,provided,provide,EPS,provide.v.02
9213, p59/d1682,him,male,PRO,male.n.02
9214, p59/d1682,with,with,REL,O
9215, p59/d1682,food,food,CON,food.n.02
9216, p59/d1682,.,.,NIL,O
9217, p12/d1127,Death~penalty,death~penalty,CON,death_penalty.n.01
9218, p33/d0765,The,the,DEF,O
9219, p33/d0765,Titanic,titanic,ART,vehicle.n.01
9220, p33/d0765,sank,sink,EPS,sink.v.04
9221, p33/d0765,in,in,REL,O
9222, p33/d0765,1912,1912,YOC,O
9223, p33/d0765,.,.,NIL,O
9224, p15/d0801,Miss,miss,ROL,miss.n.03
9225, p15/d0801,Klein,klein,PER,female.n.02
9226, p15/d0801,gives,give,ENS,give.v.06
9227, p15/d0801,a,a,DIS,O
9228, p15/d0801,test,test,CON,test.n.03
9229, p15/d0801,every,every,AND,O
9230, p15/d0801,Friday,friday,DOW,O
9231, p15/d0801,.,.,NIL,O
9232, p05/d3211,Someone,person,DIS,person.n.01
9233, p05/d3211,knocked,knock,EPS,knock.v.02
9234, p05/d3211,on,on,REL,O
9235, p05/d3211,the,the,DEF,O
9236, p05/d3211,door,door,CON,door.n.01
9237, p05/d3211,.,.,NIL,O
9238, p63/d0788,There,there,NIL,O
9239, p63/d0788,is,be,ENS,be.v.03
9240, p63/d0788,an,an,DIS,O
9241, p63/d0788,apple,apple,CON,apple.n.01
9242, p63/d0788,on,on,REL,O
9243, p63/d0788,the,the,DEF,O
9244, p63/d0788,table,table,CON,table.n.02
9245, p63/d0788,.,.,NIL,O
9246, p56/d1539,There,there,NIL,O
9247, p56/d1539,is,be,ENS,be.v.03
9248, p56/d1539,a,a,DIS,O
9249, p56/d1539,toy,toy,CON,toy.n.01
9250, p56/d1539,shop,shop,CON,shop.n.01
9251, p56/d1539,in,in,REL,O
9252, p56/d1539,the,the,DEF,O
9253, p56/d1539,neighborhood,neighborhood,CON,neighborhood.n.01
9254, p56/d1539,.,.,NIL,O
9255, p16/d3501,Tom,tom,PER,male.n.02
9256, p16/d3501,is,be,NIL,O
9257, p16/d3501,going,go,FUT,O
9258, p16/d3501,to,to,NIL,O
9259, p16/d3501,pick,pick~up,EXS,pick_up.v.03
9260, p16/d3501,me,speaker,PRO,O
9261, p16/d3501,up,up,REL,O
9262, p16/d3501,at,at,REL,O
9263, p16/d3501,2:30,14:30,CLO,O
9264, p16/d3501,.,.,NIL,O
9265, p56/d2649,I,speaker,PRO,O
9266, p56/d2649,ca,can,POS,O
9267, p56/d2649,n't,not,NOT,O
9268, p56/d2649,squeeze,squeeze,EXS,squeeze.v.01
9269, p56/d2649,this,this,PRX,O
9270, p56/d2649,orange,orange,CON,orange.n.01
9271, p56/d2649,.,.,NIL,O
9272, p56/d2649,It,entity,PRO,entity.n.01
9273, p56/d2649,'s,be,NOW,O
9274, p56/d2649,dry,dry,IST,dry.a.01
9275, p56/d2649,.,.,NIL,O
9276, p99/d1668,His,male,HAS,male.n.02
9277, p99/d1668,legs,leg,CON,leg.n.01
9278, p99/d1668,are,be,NOW,O
9279, p99/d1668,long,long,DEG,long.a.02
9280, p99/d1668,.,.,NIL,O
9281, p13/d3532,He,male,PRO,male.n.02
9282, p13/d3532,'s,be,NOW,O
9283, p13/d3532,hungry,hungry,IST,hungry.a.01
9284, p13/d3532,and,and,COO,O
9285, p13/d3532,thirsty,thirsty,IST,thirsty.a.02
9286, p13/d3532,.,.,NIL,O
9287, p05/d2223,Coventry,coventry,GPE,city.n.01
9288, p05/d2223,is,be,EQU,O
9289, p05/d2223,a,a,DIS,O
9290, p05/d2223,city,city,CON,city.n.01
9291, p05/d2223,in,in,REL,O
9292, p05/d2223,the,the,DEF,O
9293, p05/d2223,UK,uk,GPE,country.n.02
9294, p05/d2223,.,.,NIL,O
9295, p79/d3299,Tom,tom,PER,male.n.02
9296, p79/d3299,grinned,grin,EPS,grin.v.01
9297, p79/d3299,.,.,NIL,O
9298, p37/d0761,The,the,DEF,O
9299, p37/d0761,Dutch,netherlands,GPO,country.n.02
9300, p37/d0761,people,person,CON,person.n.01
9301, p37/d0761,approve,approve,EXS,approve.v.01
9302, p37/d0761,the,the,DEF,O
9303, p37/d0761,European~Constitution,european~constitution,ART,writing.n.02
9304, p37/d0761,.,.,NIL,O
9305, p72/d3063,I,speaker,PRO,O
9306, p72/d3063,bought,buy,EPS,buy.v.01
9307, p72/d3063,the,the,DEF,O
9308, p72/d3063,black,black,COL,black.a.01
9309, p72/d3063,bike,bike,CON,bike.n.02
9310, p72/d3063,instead,instead,NOT,O
9311, p72/d3063,of,of,REL,O
9312, p72/d3063,the,the,DEF,O
9313, p72/d3063,red,red,COL,red.a.01
9314, p72/d3063,one,bike,CON,bike.n.02
9315, p72/d3063,.,.,NIL,O
9316, p39/d0763,AIDS,aids,CON,aids.n.01
9317, p39/d0763,spreads,spread,ENS,spread.v.02
9318, p39/d0763,in,in,REL,O
9319, p39/d0763,Africa,africa,GPE,continent.n.01
9320, p39/d0763,.,.,NIL,O
9321, p04/d3017,The,the,DEF,O
9322, p04/d3017,child,child,CON,child.n.01
9323, p04/d3017,is,be,NOW,O
9324, p04/d3017,eating,eat,EXG,eat.v.01
9325, p04/d3017,the,the,DEF,O
9326, p04/d3017,meat,meat,CON,meat.n.01
9327, p04/d3017,.,.,NIL,O
9328, p38/d1393,What,entity,QUE,entity.n.01
9329, p38/d1393,is,be,ENS,be.v.02
9330, p38/d1393,the,the,DEF,O
9331, p38/d1393,world,world,CON,world.n.04
9332, p38/d1393,'s,'s,HAS,O
9333, p38/d1393,largest,large,TOP,large.a.01
9334, p38/d1393,coral~reef,coral~reef,CON,coral_reef.n.01
9335, p38/d1393,?,?,QUE,O
9336, p16/d1615,The,the,DEF,O
9337, p16/d1615,house,house,CON,house.n.01
9338, p16/d1615,stank,stink,EPS,stink.v.02
9339, p16/d1615,.,.,NIL,O
9340, p18/d2435,She,female,PRO,female.n.02
9341, p18/d2435,hates,hate,ENS,hate.v.01
9342, p18/d2435,green~peppers,green~pepper,CON,green_pepper.n.01
9343, p18/d2435,.,.,NIL,O
9344, p98/d0936,Tom,tom,PER,male.n.02
9345, p98/d0936,wrote,write,EPS,write.v.07
9346, p98/d0936,his,male,HAS,male.n.02
9347, p98/d0936,name,name,CON,name.n.01
9348, p98/d0936,on,on,REL,O
9349, p98/d0936,the,the,DEF,O
9350, p98/d0936,blackboard,blackboard,CON,blackboard.n.01
9351, p98/d0936,.,.,NIL,O
9352, p09/d3191,The,the,DEF,O
9353, p09/d3191,girl,girl,CON,girl.n.01
9354, p09/d3191,lacked,lack,EPS,lack.v.01
9355, p09/d3191,musical,musical,IST,musical.a.01
9356, p09/d3191,ability,ability,CON,ability.n.01
9357, p09/d3191,.,.,NIL,O
9358, p64/d1568,Tom,tom,PER,male.n.02
9359, p64/d1568,complained,complain,EPS,complain.v.01
9360, p64/d1568,about,about,REL,O
9361, p64/d1568,the,the,DEF,O
9362, p64/d1568,excessive,excessive,IST,excessive.a.01
9363, p64/d1568,noise,noise,CON,noise.n.01
9364, p64/d1568,.,.,NIL,O
9365, p57/d3359,My,speaker,HAS,O
9366, p57/d3359,uncle,uncle,ROL,uncle.n.01
9367, p57/d3359,lives,live,ENS,live.v.01
9368, p57/d3359,in,in,REL,O
9369, p57/d3359,the,the,DEF,O
9370, p57/d3359,east,east,CON,east.n.05
9371, p57/d3359,of,of,REL,O
9372, p57/d3359,Spain,spain,GPE,country.n.02
9373, p57/d3359,.,.,NIL,O
9374, p34/d2626,Magdalena,magdalena,PER,female.n.02
9375, p34/d2626,and,and,AND,O
9376, p34/d2626,Lech,lech,PER,male.n.02
9377, p34/d2626,are,be,NOW,O
9378, p34/d2626,thirteen,13,QUC,O
9379, p34/d2626,.,.,NIL,O
9380, p86/d0717,BSN,bsn,ORG,company.n.01
9381, p86/d0717,bought,buy,EPS,buy.v.01
9382, p86/d0717,RJR~Nabisco,rjr~nabisco,ORG,company.n.01
9383, p86/d0717,.,.,NIL,O
9384, p99/d2451,You,hearer,PRO,O
9385, p99/d2451,tortured,torture,EPS,torture.v.02
9386, p99/d2451,a,a,DIS,O
9387, p99/d2451,prisoner,prisoner,ROL,prisoner.n.01
9388, p99/d2451,.,.,NIL,O
9389, p08/d2741,Mary,mary,PER,female.n.02
9390, p08/d2741,usually,usually,IST,usually.r.01
9391, p08/d2741,wears,wear,ENS,wear.v.02
9392, p08/d2741,bright~red,bright-red,COL,bright-red.a.01
9393, p08/d2741,lipstick,lipstick,CON,lipstick.n.01
9394, p08/d2741,.,.,NIL,O
9395, p12/d2367,Tom,tom,PER,male.n.02
9396, p12/d2367,'s,be,NOW,O
9397, p12/d2367,mad,mad,IST,mad.a.02
9398, p12/d2367,.,.,NIL,O
9399, p32/d2848,Tom,tom,PER,male.n.02
9400, p32/d2848,'s,'s,HAS,O
9401, p32/d2848,last~name,last~name,CON,last_name.n.01
9402, p32/d2848,was,be,EPS,be.v.06
9403, p32/d2848,Jackson,jackson,LIT,O
9404, p32/d2848,.,.,NIL,O
9405, p35/d3032,Tom,tom,PER,male.n.02
9406, p35/d3032,took,take~off,EPS,take_off.v.06
9407, p35/d3032,off,off,REL,O
9408, p35/d3032,his,male,HAS,male.n.02
9409, p35/d3032,goggles,goggles,CON,goggles.n.01
9410, p35/d3032,.,.,NIL,O
9411, p97/d3230,World~War~I,world~war~i,HAP,war.n.01
9412, p97/d3230,broke,break~out,EPS,break_out.v.01
9413, p97/d3230,out,out,REL,O
9414, p97/d3230,in,in,REL,O
9415, p97/d3230,1914,1914,YOC,O
9416, p97/d3230,.,.,NIL,O
9417, p12/d1394,What,entity,QUE,entity.n.01
9418, p12/d1394,is,be,ENS,be.v.01
9419, p12/d1394,TB,tb,CON,tb.n.02
9420, p12/d1394,?,?,QUE,O
9421, p26/d1628,She,female,PRO,female.n.02
9422, p26/d1628,cooked,cook,EPS,cook.v.01
9423, p26/d1628,the,the,DEF,O
9424, p26/d1628,dinner,dinner,CON,dinner.n.01
9425, p26/d1628,herself,female,EMP,female.n.02
9426, p26/d1628,.,.,NIL,O
9427, p62/d2973,Hurricane,hurricane,CON,hurricane.n.01
9428, p62/d2973,Sandy,sandy,NTH,cyclone.n.02
9429, p62/d2973,is,be,NOW,O
9430, p62/d2973,coming,come,EXG,come.v.01
9431, p62/d2973,.,.,NIL,O
9432, p82/d0871,Which,entity,QUE,entity.n.01
9433, p82/d0871,animal,animal,CON,animal.n.01
9434, p82/d0871,is,be,NOW,O
9435, p82/d0871,small,small,IST,small.a.01
9436, p82/d0871,?,?,QUE,O
9437, p28/d1660,I,speaker,PRO,O
9438, p28/d1660,ca,can,POS,O
9439, p28/d1660,n't,not,NOT,O
9440, p28/d1660,recall,recall,EXS,recall.v.01
9441, p28/d1660,her,female,HAS,female.n.02
9442, p28/d1660,name,name,CON,name.n.01
9443, p28/d1660,at,at,REL,O
9444, p28/d1660,the,the,DEF,O
9445, p28/d1660,moment,moment,NOW,O
9446, p28/d1660,.,.,NIL,O
9447, p46/d0926,Tom,tom,PER,male.n.02
9448, p46/d0926,punched,punch,EPS,punch.v.01
9449, p46/d0926,him,male,PRO,male.n.02
9450, p46/d0926,in,in,REL,O
9451, p46/d0926,the,the,DEF,O
9452, p46/d0926,face,face,CON,face.n.01
9453, p46/d0926,.,.,NIL,O
9454, p75/d2947,She,female,PRO,female.n.02
9455, p75/d2947,screamed,scream,EPS,scream.v.01
9456, p75/d2947,when,when,REL,O
9457, p75/d2947,she,female,PRO,female.n.02
9458, p75/d2947,saw,see,EPS,see.v.01
9459, p75/d2947,the,the,DEF,O
9460, p75/d2947,snake,snake,CON,snake.n.01
9461, p75/d2947,.,.,NIL,O
9462, p74/d3404,Her,female,HAS,female.n.02
9463, p74/d3404,villa,villa,CON,villa.n.02
9464, p74/d3404,sits,sit,ENS,sit.v.07
9465, p74/d3404,on,on,REL,O
9466, p74/d3404,the,the,DEF,O
9467, p74/d3404,hill,hill,CON,hill.n.01
9468, p74/d3404,.,.,NIL,O
9469, p23/d1936,I,speaker,PRO,O
9470, p23/d1936,like,like,ENS,like.v.02
9471, p23/d1936,dark~chocolate,dark~chocolate,CON,dark_chocolate.n.01
9472, p23/d1936,.,.,NIL,O
9473, p09/d2733,Leaves,leaf,CON,leaf.n.01
9474, p09/d2733,were,be,PST,O
9475, p09/d2733,dropping,drop,EXG,drop.v.02
9476, p09/d2733,silently,silently,IST,silently.r.01
9477, p09/d2733,to,to,REL,O
9478, p09/d2733,the,the,DEF,O
9479, p09/d2733,ground,ground,CON,ground.n.01
9480, p09/d2733,.,.,NIL,O
9481, p78/d3227,Tom,tom,PER,male.n.02
9482, p78/d3227,works,work,ENS,work.v.02
9483, p78/d3227,for,for,REL,O
9484, p78/d3227,the,the,DEF,O
9485, p78/d3227,Australian,australia,GPO,country.n.02
9486, p78/d3227,embassy,embassy,CON,embassy.n.02
9487, p78/d3227,.,.,NIL,O
9488, p48/d2792,She,female,PRO,female.n.02
9489, p48/d2792,majored,major,EPS,major.v.01
9490, p48/d2792,in,in,REL,O
9491, p48/d2792,economics,economics,CON,economics.n.01
9492, p48/d2792,.,.,NIL,O
9493, p07/d1446,A,a,DIS,O
9494, p07/d1446,helicopter,helicopter,CON,helicopter.n.01
9495, p07/d1446,circled,circle,EPS,circle.v.02
9496, p07/d1446,over,over,REL,O
9497, p07/d1446,us,speaker,PRO,O
9498, p07/d1446,.,.,NIL,O
9499, p78/d2187,His,male,HAS,male.n.02
9500, p78/d2187,blue,blue,COL,blue.a.01
9501, p78/d2187,coat,coat,CON,coat.n.01
9502, p78/d2187,was,be,PST,O
9503, p78/d2187,dirty,dirty,IST,dirty.a.01
9504, p78/d2187,and,and,COO,O
9505, p78/d2187,wrinkled,wrinkled,IST,wrinkled.a.02
9506, p78/d2187,.,.,NIL,O
9507, p08/d1878,I,speaker,PRO,O
9508, p08/d1878,'m,be,NOW,O
9509, p08/d1878,eating,eat,EXG,eat.v.01
9510, p08/d1878,dinner,dinner,CON,dinner.n.01
9511, p08/d1878,now,now,NOW,O
9512, p08/d1878,.,.,NIL,O
9513, p23/d1543,Tom,tom,PER,male.n.02
9514, p23/d1543,drank,drink,EPS,drink.v.01
9515, p23/d1543,three,3,QUC,O
9516, p23/d1543,glasses,glasses,CON,glasses.n.03
9517, p23/d1543,of,of,AND,O
9518, p23/d1543,water,water,CON,water.n.06
9519, p23/d1543,.,.,NIL,O
9520, p04/d1287,Logistics,logistics,CON,logistics.n.01
9521, p04/d1287,.,.,NIL,O
9522, p17/d2850,You,hearer,PRO,O
9523, p17/d2850,'re,be,NOW,O
9524, p17/d2850,acting,act,EXG,act.v.02
9525, p17/d2850,like,like,REL,O
9526, p17/d2850,a,a,DIS,O
9527, p17/d2850,baby,baby,CON,baby.n.01
9528, p17/d2850,.,.,NIL,O
9529, p64/d2209,He,male,PRO,male.n.02
9530, p64/d2209,'s,be,NOW,O
9531, p64/d2209,loaded,loaded,IST,loaded.a.04
9532, p64/d2209,.,.,NIL,O
9533, p36/d1542,Tom,tom,PER,male.n.02
9534, p36/d1542,drove,drive,EPS,drive.v.01
9535, p36/d1542,the,the,DEF,O
9536, p36/d1542,car,car,CON,car.n.01
9537, p36/d1542,.,.,NIL,O
9538, p08/d3109,Al~Gore,al~gore,PER,male.n.02
9539, p08/d3109,was,be,PST,O
9540, p08/d3109,born,bear,EXS,bear.v.02
9541, p08/d3109,in,in,REL,O
9542, p08/d3109,Washington~DC,washington~dc,GPE,city.n.01
9543, p08/d3109,.,.,NIL,O
9544, p13/d2185,I,speaker,PRO,O
9545, p13/d2185,'m,be,NOW,O
9546, p13/d2185,buying,buy,EXG,buy.v.01
9547, p13/d2185,meat,meat,CON,meat.n.01
9548, p13/d2185,and,and,GRP,O
9549, p13/d2185,vegetables,vegetable,CON,vegetable.n.01
9550, p13/d2185,.,.,NIL,O
9551, p34/d0764,The,the,DEF,O
9552, p34/d0764,movie,movie,CON,movie.n.01
9553, p34/d0764,',',NIL,O
9554, p34/d0764,Speed,speed,ART,movie.n.01
9555, p34/d0764,',',NIL,O
9556, p34/d0764,was,be,PST,O
9557, p34/d0764,directed,direct,EXS,direct.v.03
9558, p34/d0764,by,by,REL,O
9559, p34/d0764,Jan~De~Bont,jan~de~bont,PER,male.n.02
9560, p34/d0764,.,.,NIL,O
9561, p75/d2660,In,in,REL,O
9562, p75/d2660,1958,1958,YOC,O
9563, p75/d2660,",",",",NIL,O
9564, p75/d2660,the,the,DEF,O
9565, p75/d2660,statue,statue,CON,statue.n.01
9566, p75/d2660,was,be,PST,O
9567, p75/d2660,built,build,EXS,build.v.01
9568, p75/d2660,in,in,REL,O
9569, p75/d2660,the,the,DEF,O
9570, p75/d2660,Hiroshima~Peace~Park,hiroshima~peace~park,GEO,park.n.01
9571, p75/d2660,.,.,NIL,O
9572, p88/d2127,Bolivia,bolivia,GPE,country.n.02
9573, p88/d2127,is,be,NOW,O
9574, p88/d2127,called,call,EXS,call.v.01
9575, p88/d2127,"""","""",NIL,O
9576, p88/d2127,Buliwya,buliwya,LIT,O
9577, p88/d2127,"""","""",NIL,O
9578, p88/d2127,in,in,REL,O
9579, p88/d2127,Quechua,quechua,CON,quechua.n.03
9580, p88/d2127,.,.,NIL,O
9581, p12/d3079,Tom,tom,PER,male.n.02
9582, p12/d3079,finished,finish~off,EPS,finish_off.v.01
9583, p12/d3079,off,off,REL,O
9584, p12/d3079,the,the,DEF,O
9585, p12/d3079,soup,soup,CON,soup.n.01
9586, p12/d3079,.,.,NIL,O
9587, p68/d3193,Athletic,athletic,IST,athletic.a.01
9588, p68/d3193,boys,boy,CON,boy.n.01
9589, p68/d3193,are,be,NOW,O
9590, p68/d3193,popular,popular,IST,popular.a.01
9591, p68/d3193,with,with,REL,O
9592, p68/d3193,girls,girl,CON,girl.n.01
9593, p68/d3193,in,in,REL,O
9594, p68/d3193,American,america,GPO,country.n.02
9595, p68/d3193,schools,school,CON,school.n.01
9596, p68/d3193,.,.,NIL,O
9597, p04/d1717,The,the,DEF,O
9598, p04/d1717,voyage,voyage,CON,voyage.n.01
9599, p04/d1717,to,to,REL,O
9600, p04/d1717,America,america,GPE,country.n.02
9601, p04/d1717,used,use,PST,O
9602, p04/d1717,to,to,NIL,O
9603, p04/d1717,take,take,EXS,take.v.02
9604, p04/d1717,many,+,QUV,O
9605, p04/d1717,weeks,week,UOM,week.n.01
9606, p04/d1717,.,.,NIL,O
9607, p67/d1993,Tom,tom,PER,male.n.02
9608, p67/d1993,bought,buy,EPS,buy.v.01
9609, p67/d1993,some,some,DIS,O
9610, p67/d1993,croutons,crouton,CON,crouton.n.01
9611, p67/d1993,.,.,NIL,O
9612, p04/d2585,I,speaker,PRO,O
9613, p04/d2585,'m,be,NOW,O
9614, p04/d2585,really,really,INT,really.r.04
9615, p04/d2585,in~love,in~love,IST,in_love.a.01
9616, p04/d2585,with,with,REL,O
9617, p04/d2585,you,hearer,PRO,O
9618, p04/d2585,.,.,NIL,O
9619, p38/d1392,How,manner,QUE,manner.n.01
9620, p38/d1392,did,do,PST,O
9621, p38/d1392,Virginia~Woolf,virginia~woolf,PER,female.n.02
9622, p38/d1392,die,die,EXS,die.v.01
9623, p38/d1392,?,?,QUE,O
9624, p04/d3109,Nobody,person,NOT,person.n.01
9625, p04/d3109,knows,know,ENS,know.v.01
9626, p04/d3109,this,entity,PRX,entity.n.01
9627, p04/d3109,.,.,NIL,O
9628, p37/d2710,The,the,DEF,O
9629, p37/d2710,diamond,diamond,CON,diamond.n.01
9630, p37/d2710,was,be,PST,O
9631, p37/d2710,discovered,discover,EXS,discover.v.01
9632, p37/d2710,by,by,REL,O
9633, p37/d2710,a,a,DIS,O
9634, p37/d2710,boy,boy,CON,boy.n.01
9635, p37/d2710,in,in,REL,O
9636, p37/d2710,1873,1873,YOC,O
9637, p37/d2710,.,.,NIL,O
9638, p84/d1385,How,how,QUE,O
9639, p84/d1385,many,?,QUV,O
9640, p84/d1385,inhabitants,inhabitant,ROL,inhabitant.n.01
9641, p84/d1385,does,do,NOW,O
9642, p84/d1385,Iraq,iraq,GPE,country.n.02
9643, p84/d1385,have,have,EXS,have.v.02
9644, p84/d1385,?,?,QUE,O
9645, p43/d2815,The,the,DEF,O
9646, p43/d2815,bird,bird,CON,bird.n.01
9647, p43/d2815,flapped,flap,EPS,flap.v.03
9648, p43/d2815,its,entity,HAS,entity.n.01
9649, p43/d2815,wings,wing,CON,wing.n.01
9650, p43/d2815,.,.,NIL,O
9651, p07/d3558,He,male,PRO,male.n.02
9652, p07/d3558,insulted,insult,EPS,insult.v.01
9653, p07/d3558,me,speaker,PRO,O
9654, p07/d3558,in~public,in~public,IST,in_public.r.01
9655, p07/d3558,.,.,NIL,O
9656, p99/d1860,I,speaker,PRO,O
9657, p99/d1860,'m,be,NOW,O
9658, p99/d1860,fed~up,fed~up,IST,fed_up.a.01
9659, p99/d1860,with,with,REL,O
9660, p99/d1860,his,male,HAS,male.n.02
9661, p99/d1860,long,long,IST,long.a.01
9662, p99/d1860,talks,talk,CON,talk.n.03
9663, p99/d1860,.,.,NIL,O
9664, p59/d3169,Tom,tom,PER,male.n.02
9665, p59/d3169,looked,look,EPS,look.v.01
9666, p59/d3169,at,at,REL,O
9667, p59/d3169,the,the,DEF,O
9668, p59/d3169,moon,moon,CON,moon.n.01
9669, p59/d3169,.,.,NIL,O
