,sentence,word,sense,context,sym_context,sem_context,sns_context
379, p10/d3082,is,be.v.02,"['Tom', 'is', ""n't"", 'my', 'father']","['tom', 'be', 'not', 'speaker', 'father']","['PER', 'ENS', 'NOT', 'HAS', 'ROL']","['male.n.02', 'be.v.02', 'O', 'O', 'father.n.01']"
380, p00/d0781,stood,stand.v.03,"['We', 'stood', 'at', 'the', 'door']","['speaker', 'stand', 'at', 'the', 'door']","['PRO', 'EPS', 'REL', 'DEF', 'CON']","['O', 'stand.v.03', 'O', 'O', 'door.n.01']"
381, p00/d0781,door,door.n.01,"['stood', 'at', 'the', 'door', 'and', 'waited', '.']","['stand', 'at', 'the', 'door', 'and', 'wait', '.']","['EPS', 'REL', 'DEF', 'CON', 'AND', 'EPS', 'NIL']","['stand.v.03', 'O', 'O', 'door.n.01', 'O', 'wait.v.01', 'O']"
382, p10/d1501,owe,owe.v.03,"['I', 'owe', 'him', '1,000', 'dollars']","['speaker', 'owe', 'male', '1000', 'dollar']","['PRO', 'ENS', 'PRO', 'QUC', 'UOM']","['O', 'owe.v.03', 'male.n.02', 'O', 'dollar.n.01']"
383, p10/d1501,him,male.n.02,"['I', 'owe', 'him', '1,000', 'dollars', '.']","['speaker', 'owe', 'male', '1000', 'dollar', '.']","['PRO', 'ENS', 'PRO', 'QUC', 'UOM', 'NIL']","['O', 'owe.v.03', 'male.n.02', 'O', 'dollar.n.01', 'O']"
384, p00/d2718,Tom,male.n.02,"['Tom', 'ca', ""n't"", 'speak']","['tom', 'can', 'not', 'speak', 'tom', 'can', 'not', 'speak']","['PER', 'POS', 'NOT', 'EXS', 'PER', 'POS', 'NOT', 'EXS']","['male.n.02', 'O', 'O', 'speak.v.03', 'male.n.02', 'O', 'O', 'speak.v.03']"
385, p00/d2718,speak,speak.v.03,"['Tom', 'ca', ""n't"", 'speak', 'French', '.', 'Tom']","['tom', 'can', 'not', 'speak', 'french', '.', 'tom', 'can', 'not', 'speak', '.']","['PER', 'POS', 'NOT', 'EXS', 'CON', 'NIL', 'PER', 'POS', 'NOT', 'EXS', 'NIL']","['male.n.02', 'O', 'O', 'speak.v.03', 'french.n.01', 'O', 'male.n.02', 'O', 'O', 'speak.v.03', 'O']"
386, p00/d2718,French,french.n.01,"['ca', ""n't"", 'speak', 'French', '.', 'Tom', 'ca']","['tom', 'can', 'not', 'speak', 'french', '.', 'tom', 'can', 'not', 'speak', '.']","['PER', 'POS', 'NOT', 'EXS', 'CON', 'NIL', 'PER', 'POS', 'NOT', 'EXS', 'NIL']","['male.n.02', 'O', 'O', 'speak.v.03', 'french.n.01', 'O', 'male.n.02', 'O', 'O', 'speak.v.03', 'O']"
387, p00/d2718,Tom,male.n.02,"['speak', 'French', '.', 'Tom', 'ca', ""n't"", 'speak']","['tom', 'can', 'not', 'speak', 'french', '.', 'tom', 'can', 'not', 'speak', '.']","['PER', 'POS', 'NOT', 'EXS', 'CON', 'NIL', 'PER', 'POS', 'NOT', 'EXS', 'NIL']","['male.n.02', 'O', 'O', 'speak.v.03', 'french.n.01', 'O', 'male.n.02', 'O', 'O', 'speak.v.03', 'O']"
388, p00/d2718,speak,speak.v.03,"['Tom', 'ca', ""n't"", 'speak', 'Spanish', 'either', '.']","['tom', 'can', 'not', 'speak', '.', 'tom', 'can', 'not', 'speak', 'spanish', 'either', '.']","['PER', 'POS', 'NOT', 'EXS', 'NIL', 'PER', 'POS', 'NOT', 'EXS', 'CON', 'ALT', 'NIL']","['male.n.02', 'O', 'O', 'speak.v.03', 'O', 'male.n.02', 'O', 'O', 'speak.v.03', 'spanish.n.01', 'O', 'O']"
389, p00/d2718,Spanish,spanish.n.01,"['ca', ""n't"", 'speak', 'Spanish', 'either', '.']","['can', 'not', 'speak', '.', 'can', 'not', 'speak', 'spanish', 'either', '.']","['POS', 'NOT', 'EXS', 'NIL', 'POS', 'NOT', 'EXS', 'CON', 'ALT', 'NIL']","['O', 'O', 'speak.v.03', 'O', 'O', 'O', 'speak.v.03', 'spanish.n.01', 'O', 'O']"
390, p00/d2296,He,male.n.02,"['He', 'needed', 'money', '.']","['male', 'need', 'money', '.']","['PRO', 'EPS', 'CON', 'NIL']","['male.n.02', 'need.v.03', 'money.n.01', 'O']"
391, p00/d2296,needed,need.v.03,"['He', 'needed', 'money', '.']","['male', 'need', 'money', '.']","['PRO', 'EPS', 'CON', 'NIL']","['male.n.02', 'need.v.03', 'money.n.01', 'O']"
392, p20/d3007,made,make.v.06,"['I', 'made', 'this', 'chair', '.']","['speaker', 'make', 'this', 'chair', '.']","['PRO', 'EPS', 'PRX', 'CON', 'NIL']","['O', 'make.v.06', 'O', 'chair.n.01', 'O']"
393, p00/d2300,Tom,male.n.02,"['Tom', 'is', 'manipulative', '.']","['tom', 'be', 'manipulative', '.']","['PER', 'NOW', 'IST', 'NIL']","['male.n.02', 'O', 'manipulative.a.01', 'O']"
394, p30/d1640,He,male.n.02,"['He', 'dreams', 'that', 'every']","['male', 'dream', 'that', 'every']","['PRO', 'ENS', 'SUB', 'AND']","['male.n.02', 'dream.v.01', 'O', 'O']"
395, p30/d1640,dreams,dream.v.01,"['He', 'dreams', 'that', 'every', 'body']","['male', 'dream', 'that', 'every', 'person']","['PRO', 'ENS', 'SUB', 'AND', 'CON']","['male.n.02', 'dream.v.01', 'O', 'O', 'person.n.01']"
396, p30/d1640,body,person.n.01,"['dreams', 'that', 'every', 'body', 'in', 'China', 'speaks']","['dream', 'that', 'every', 'person', 'in', 'china', 'speak']","['ENS', 'SUB', 'AND', 'CON', 'REL', 'GPE', 'ENS']","['dream.v.01', 'O', 'O', 'person.n.01', 'O', 'country.n.02', 'speak.v.03']"
397, p30/d1640,China,country.n.02,"['every', 'body', 'in', 'China', 'speaks', 'Esperanto', '.']","['every', 'person', 'in', 'china', 'speak', 'esperanto', '.']","['AND', 'CON', 'REL', 'GPE', 'ENS', 'CON', 'NIL']","['O', 'person.n.01', 'O', 'country.n.02', 'speak.v.03', 'esperanto.n.01', 'O']"
398, p30/d1640,speaks,speak.v.03,"['body', 'in', 'China', 'speaks', 'Esperanto', '.']","['person', 'in', 'china', 'speak', 'esperanto', '.']","['CON', 'REL', 'GPE', 'ENS', 'CON', 'NIL']","['person.n.01', 'O', 'country.n.02', 'speak.v.03', 'esperanto.n.01', 'O']"
399, p00/d1877,very,very.r.01,"['I', 'was', 'very', 'good', '.']","['speaker', 'be', 'very', 'good', '.']","['PRO', 'PST', 'INT', 'DEG', 'NIL']","['O', 'O', 'very.r.01', 'good.a.01', 'O']"
400, p00/d2750,man,man.n.03,"['Many', 'a', 'man', 'has', 'predicted', 'it']","['+', 'a', 'man', 'have', 'predict', 'entity']","['QUV', 'DIS', 'CON', 'NOW', 'EXT', 'PRO']","['O', 'O', 'man.n.03', 'O', 'predict.v.01', 'entity.n.01']"
401, p00/d2750,predicted,predict.v.01,"['a', 'man', 'has', 'predicted', 'it', '.']","['a', 'man', 'have', 'predict', 'entity', '.']","['DIS', 'CON', 'NOW', 'EXT', 'PRO', 'NIL']","['O', 'man.n.03', 'O', 'predict.v.01', 'entity.n.01', 'O']"
402, p00/d1598,She,female.n.02,"['She', 'ate', 'her', 'dinner']","['female', 'eat', 'female', 'dinner']","['PRO', 'EPS', 'HAS', 'CON']","['female.n.02', 'eat.v.01', 'female.n.02', 'dinner.n.01']"
403, p00/d1598,ate,eat.v.01,"['She', 'ate', 'her', 'dinner', '.']","['female', 'eat', 'female', 'dinner', '.']","['PRO', 'EPS', 'HAS', 'CON', 'NIL']","['female.n.02', 'eat.v.01', 'female.n.02', 'dinner.n.01', 'O']"
404, p00/d1598,her,female.n.02,"['She', 'ate', 'her', 'dinner', '.']","['female', 'eat', 'female', 'dinner', '.']","['PRO', 'EPS', 'HAS', 'CON', 'NIL']","['female.n.02', 'eat.v.01', 'female.n.02', 'dinner.n.01', 'O']"
405, p10/d2732,wanted,want.v.01,"['I', 'wanted', 'to', 'run', 'away']","['speaker', 'want', 'to', 'run~away', 'away']","['PRO', 'EPS', 'NIL', 'EXS', 'REL']","['O', 'want.v.01', 'O', 'run_away.v.01', 'O']"
406, p10/d2732,run,run_away.v.01,"['I', 'wanted', 'to', 'run', 'away', 'with', 'Tom']","['speaker', 'want', 'to', 'run~away', 'away', 'with', 'tom']","['PRO', 'EPS', 'NIL', 'EXS', 'REL', 'REL', 'PER']","['O', 'want.v.01', 'O', 'run_away.v.01', 'O', 'O', 'male.n.02']"
407, p30/d0792,girl,girl.n.01,"['The', 'girl', 'was', 'afraid', 'of']","['the', 'girl', 'be', 'afraid', 'of']","['DEF', 'CON', 'PST', 'IST', 'REL']","['O', 'girl.n.01', 'O', 'afraid.a.01', 'O']"
408, p30/d0792,afraid,afraid.a.01,"['The', 'girl', 'was', 'afraid', 'of', 'her', 'own']","['the', 'girl', 'be', 'afraid', 'of', 'female', 'own']","['DEF', 'CON', 'PST', 'IST', 'REL', 'HAS', 'EMP']","['O', 'girl.n.01', 'O', 'afraid.a.01', 'O', 'female.n.02', 'O']"
409, p30/d0792,her,female.n.02,"['was', 'afraid', 'of', 'her', 'own', 'shadow', '.']","['be', 'afraid', 'of', 'female', 'own', 'shadow', '.']","['PST', 'IST', 'REL', 'HAS', 'EMP', 'CON', 'NIL']","['O', 'afraid.a.01', 'O', 'female.n.02', 'O', 'shadow.n.01', 'O']"
410, p10/d3357,She,female.n.02,"['She', 'cared', 'for', 'her']","['female', 'care', 'for', 'female']","['PRO', 'EPS', 'REL', 'HAS']","['female.n.02', 'care.v.02', 'O', 'female.n.02']"
411, p10/d3357,cared,care.v.02,"['She', 'cared', 'for', 'her', 'sick']","['female', 'care', 'for', 'female', 'sick']","['PRO', 'EPS', 'REL', 'HAS', 'IST']","['female.n.02', 'care.v.02', 'O', 'female.n.02', 'sick.a.01']"
412, p10/d3357,her,female.n.02,"['She', 'cared', 'for', 'her', 'sick', 'mother', '.']","['female', 'care', 'for', 'female', 'sick', 'mother', '.']","['PRO', 'EPS', 'REL', 'HAS', 'IST', 'ROL', 'NIL']","['female.n.02', 'care.v.02', 'O', 'female.n.02', 'sick.a.01', 'mother.n.01', 'O']"
413, p10/d3357,sick,sick.a.01,"['cared', 'for', 'her', 'sick', 'mother', '.']","['care', 'for', 'female', 'sick', 'mother', '.']","['EPS', 'REL', 'HAS', 'IST', 'ROL', 'NIL']","['care.v.02', 'O', 'female.n.02', 'sick.a.01', 'mother.n.01', 'O']"
414, p00/d3022,saw,see.v.01,"['We', 'saw', 'the', 'monkey', 'at']","['speaker', 'see', 'the', 'monkey', 'at', 'the']","['PRO', 'EPS', 'DEF', 'CON', 'REL', 'DEF']","['O', 'see.v.01', 'O', 'monkey.n.01', 'O', 'O']"
415, p00/d3022,monkey,monkey.n.01,"['We', 'saw', 'the', 'monkey', 'at', 'the', 'zoo']","['speaker', 'see', 'the', 'monkey', 'at', 'the', 'zoo']","['PRO', 'EPS', 'DEF', 'CON', 'REL', 'DEF', 'CON']","['O', 'see.v.01', 'O', 'monkey.n.01', 'O', 'O', 'zoo.n.01']"
416, p10/d0018,man,man.n.01,"['A', 'man', 'is', 'playing', 'flute']","['a', 'man', 'be', 'play', 'flute']","['DIS', 'CON', 'NOW', 'EXG', 'CON']","['O', 'man.n.01', 'O', 'play.v.07', 'flute.n.01']"
417, p00/d0055,person,person.n.01,"['There', 'is', 'no', 'person', 'cutting', 'some', 'ginger']","['there', 'be', 'no', 'person', 'cut', 'some', 'ginger']","['NIL', 'NOW', 'NOT', 'CON', 'EXG', 'DIS', 'CON']","['O', 'O', 'O', 'person.n.01', 'cut.v.01', 'O', 'ginger.n.02']"
418, p00/d0055,cutting,cut.v.01,"['is', 'no', 'person', 'cutting', 'some', 'ginger']","['be', 'no', 'person', 'cut', 'some', 'ginger']","['NOW', 'NOT', 'CON', 'EXG', 'DIS', 'CON']","['O', 'O', 'person.n.01', 'cut.v.01', 'O', 'ginger.n.02']"
419, p30/d1915,Tom,male.n.02,"['Tom', 'sold', 'his', 'house']","['tom', 'sell', 'male', 'house']","['PER', 'EPS', 'HAS', 'CON']","['male.n.02', 'sell.v.01', 'male.n.02', 'house.n.01']"
420, p30/d1915,sold,sell.v.01,"['Tom', 'sold', 'his', 'house', '.']","['tom', 'sell', 'male', 'house', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'sell.v.01', 'male.n.02', 'house.n.01', 'O']"
421, p30/d1915,his,male.n.02,"['Tom', 'sold', 'his', 'house', '.']","['tom', 'sell', 'male', 'house', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'sell.v.01', 'male.n.02', 'house.n.01', 'O']"
422, p00/d0858,remember,remember.v.01,"['I', 'do', ""n't"", 'remember', 'your', 'name', '.']","['speaker', 'do', 'not', 'remember', 'hearer', 'name', '.']","['PRO', 'NOW', 'NOT', 'EXS', 'HAS', 'CON', 'NIL']","['O', 'O', 'O', 'remember.v.01', 'O', 'name.n.01', 'O']"
423, p00/d2743,decapitated,decapitated.a.01,"['A', 'decapitated', 'body', 'was', 'on']","['a', 'decapitated', 'person', 'be', 'on']","['DIS', 'IST', 'CON', 'EPS', 'REL']","['O', 'decapitated.a.01', 'person.n.02', 'be.v.03', 'O']"
424, p00/d2743,body,person.n.02,"['A', 'decapitated', 'body', 'was', 'on', 'the']","['a', 'decapitated', 'person', 'be', 'on', 'the']","['DIS', 'IST', 'CON', 'EPS', 'REL', 'DEF']","['O', 'decapitated.a.01', 'person.n.02', 'be.v.03', 'O', 'O']"
425, p00/d2743,was,be.v.03,"['A', 'decapitated', 'body', 'was', 'on', 'the', 'coroner']","['a', 'decapitated', 'person', 'be', 'on', 'the', 'coroner']","['DIS', 'IST', 'CON', 'EPS', 'REL', 'DEF', 'ROL']","['O', 'decapitated.a.01', 'person.n.02', 'be.v.03', 'O', 'O', 'coroner.n.01']"
426, p00/d2743,coroner,coroner.n.01,"['was', 'on', 'the', 'coroner', ""'s"", 'table', '.']","['be', 'on', 'the', 'coroner', ""'s"", 'table', '.']","['EPS', 'REL', 'DEF', 'ROL', 'HAS', 'CON', 'NIL']","['be.v.03', 'O', 'O', 'coroner.n.01', 'O', 'table.n.02', 'O']"
427, p00/d3546,monkey,monkey.n.01,"['The', 'monkey', 'escaped', 'from', 'its']","['the', 'monkey', 'escape', 'from', 'entity']","['DEF', 'CON', 'EPS', 'REL', 'HAS']","['O', 'monkey.n.01', 'escape.v.01', 'O', 'entity.n.01']"
428, p00/d3546,escaped,escape.v.01,"['The', 'monkey', 'escaped', 'from', 'its', 'cage']","['the', 'monkey', 'escape', 'from', 'entity', 'cage']","['DEF', 'CON', 'EPS', 'REL', 'HAS', 'CON']","['O', 'monkey.n.01', 'escape.v.01', 'O', 'entity.n.01', 'cage.n.01']"
429, p00/d3546,its,entity.n.01,"['monkey', 'escaped', 'from', 'its', 'cage', '.']","['monkey', 'escape', 'from', 'entity', 'cage', '.']","['CON', 'EPS', 'REL', 'HAS', 'CON', 'NIL']","['monkey.n.01', 'escape.v.01', 'O', 'entity.n.01', 'cage.n.01', 'O']"
430, p10/d1983,Who,person.n.01,"['Who', 'did', 'William~Wallace', 'defeat']","['person', 'do', 'william~wallace', 'defeat']","['QUE', 'PST', 'PER', 'EXS']","['person.n.01', 'O', 'male.n.02', 'defeat.v.01']"
431, p10/d1983,William~Wallace,male.n.02,"['Who', 'did', 'William~Wallace', 'defeat', '?']","['person', 'do', 'william~wallace', 'defeat', '?']","['QUE', 'PST', 'PER', 'EXS', 'QUE']","['person.n.01', 'O', 'male.n.02', 'defeat.v.01', 'O']"
432, p20/d2922,button,button.v.02,"['I', 'have', 'to', 'button', 'my', 'jacket', '.']","['speaker', 'have', 'to', 'button', 'speaker', 'jacket', '.']","['PRO', 'NEC', 'NIL', 'EXS', 'HAS', 'CON', 'NIL']","['O', 'O', 'O', 'button.v.02', 'O', 'jacket.n.01', 'O']"
433, p10/d3417,found,find.v.03,"['We', 'found', 'one', '.']","['speaker', 'find', 'one', '.']","['PRO', 'EPS', 'CON', 'NIL']","['O', 'find.v.03', 'one.n.02', 'O']"
434, p00/d2080,Everybody,person.n.01,"['Everybody', 'hates', 'me', '.']","['person', 'hate', 'speaker', '.']","['AND', 'ENS', 'PRO', 'NIL']","['person.n.01', 'hate.v.01', 'O', 'O']"
435, p00/d2080,hates,hate.v.01,"['Everybody', 'hates', 'me', '.']","['person', 'hate', 'speaker', '.']","['AND', 'ENS', 'PRO', 'NIL']","['person.n.01', 'hate.v.01', 'O', 'O']"
436, p20/d2572,father,father.n.01,"['My', 'father', 'is', 'like', 'a']","['speaker', 'father', 'be', 'like', 'a']","['HAS', 'ROL', 'NOW', 'IST', 'DIS']","['O', 'father.n.01', 'O', 'like.a.01', 'O']"
437, p20/d2572,like,like.a.01,"['My', 'father', 'is', 'like', 'a', 'friend', 'to']","['speaker', 'father', 'be', 'like', 'a', 'friend', 'to']","['HAS', 'ROL', 'NOW', 'IST', 'DIS', 'ROL', 'REL']","['O', 'father.n.01', 'O', 'like.a.01', 'O', 'friend.n.01', 'O']"
438, p20/d2572,friend,friend.n.01,"['is', 'like', 'a', 'friend', 'to', 'me', '.']","['be', 'like', 'a', 'friend', 'to', 'speaker', '.']","['NOW', 'IST', 'DIS', 'ROL', 'REL', 'PRO', 'NIL']","['O', 'like.a.01', 'O', 'friend.n.01', 'O', 'O', 'O']"
439, p00/d2556,talk,talk.v.02,"['I', 'ca', ""n't"", 'talk', 'now', '.']","['speaker', 'can', 'not', 'talk', 'now', '.']","['PRO', 'POS', 'NOT', 'EXS', 'NOW', 'NIL']","['O', 'O', 'O', 'talk.v.02', 'O', 'O']"
440, p00/d1923,It,entity.n.01,"['It', ""'s"", 'clean', '.']","['entity', 'be', 'clean', '.']","['PRO', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'clean.a.02', 'O']"
441, p20/d1847,love,love.v.03,"['I', 'love', 'Hitomi', '.']","['speaker', 'love', 'hitomi', '.']","['PRO', 'ENS', 'PER', 'NIL']","['O', 'love.v.03', 'female.n.02', 'O']"
442, p10/d3099,Mr.,mr.n.01,"['Mr.', 'Ford', 'is', 'all~right']","['mr', 'ford', 'be', 'all~right']","['ROL', 'PER', 'NOW', 'IST']","['mr.n.01', 'male.n.02', 'O', 'all_right.a.01']"
443, p10/d3099,Ford,male.n.02,"['Mr.', 'Ford', 'is', 'all~right', 'now']","['mr', 'ford', 'be', 'all~right', 'now']","['ROL', 'PER', 'NOW', 'IST', 'NOW']","['mr.n.01', 'male.n.02', 'O', 'all_right.a.01', 'O']"
444, p10/d3099,all~right,all_right.a.01,"['Mr.', 'Ford', 'is', 'all~right', 'now', '.']","['mr', 'ford', 'be', 'all~right', 'now', '.']","['ROL', 'PER', 'NOW', 'IST', 'NOW', 'NIL']","['mr.n.01', 'male.n.02', 'O', 'all_right.a.01', 'O', 'O']"
445, p00/d0826,uncle,uncle.n.01,"['My', 'uncle', 'bought', 'me', 'this']","['speaker', 'uncle', 'buy', 'speaker', 'entity']","['HAS', 'ROL', 'EPS', 'PRO', 'PRX']","['O', 'uncle.n.01', 'buy.v.01', 'O', 'entity.n.01']"
446, p00/d0826,bought,buy.v.01,"['My', 'uncle', 'bought', 'me', 'this', 'book']","['speaker', 'uncle', 'buy', 'speaker', 'entity', 'book']","['HAS', 'ROL', 'EPS', 'PRO', 'PRX', 'CON']","['O', 'uncle.n.01', 'buy.v.01', 'O', 'entity.n.01', 'book.n.02']"
447, p00/d0826,this,entity.n.01,"['uncle', 'bought', 'me', 'this', 'book', '.']","['uncle', 'buy', 'speaker', 'entity', 'book', '.']","['ROL', 'EPS', 'PRO', 'PRX', 'CON', 'NIL']","['uncle.n.01', 'buy.v.01', 'O', 'entity.n.01', 'book.n.02', 'O']"
448, p10/d1684,She,female.n.02,"['She', 'handed', 'him', 'the']","['female', 'hand', 'male', 'the', 'male']","['PRO', 'EPS', 'PRO', 'DEF', 'PRO']","['female.n.02', 'hand.v.01', 'male.n.02', 'O', 'male.n.02']"
449, p10/d1684,handed,hand.v.01,"['She', 'handed', 'him', 'the', 'money']","['female', 'hand', 'male', 'the', 'money', 'male']","['PRO', 'EPS', 'PRO', 'DEF', 'CON', 'PRO']","['female.n.02', 'hand.v.01', 'male.n.02', 'O', 'money.n.01', 'male.n.02']"
450, p10/d1684,him,male.n.02,"['She', 'handed', 'him', 'the', 'money', 'that']","['female', 'hand', 'male', 'the', 'money', 'that', 'male']","['PRO', 'EPS', 'PRO', 'DEF', 'CON', 'AND', 'PRO']","['female.n.02', 'hand.v.01', 'male.n.02', 'O', 'money.n.01', 'O', 'male.n.02']"
451, p10/d1684,money,money.n.01,"['handed', 'him', 'the', 'money', 'that', 'she', 'owed']","['hand', 'male', 'the', 'money', 'that', 'female', 'owe', 'male']","['EPS', 'PRO', 'DEF', 'CON', 'AND', 'PRO', 'EPS', 'PRO']","['hand.v.01', 'male.n.02', 'O', 'money.n.01', 'O', 'female.n.02', 'owe.v.01', 'male.n.02']"
452, p10/d1684,she,female.n.02,"['the', 'money', 'that', 'she', 'owed', 'him', '.']","['male', 'the', 'money', 'that', 'female', 'owe', 'male', '.']","['PRO', 'DEF', 'CON', 'AND', 'PRO', 'EPS', 'PRO', 'NIL']","['male.n.02', 'O', 'money.n.01', 'O', 'female.n.02', 'owe.v.01', 'male.n.02', 'O']"
453, p10/d1684,owed,owe.v.01,"['money', 'that', 'she', 'owed', 'him', '.']","['male', 'money', 'that', 'female', 'owe', 'male', '.']","['PRO', 'CON', 'AND', 'PRO', 'EPS', 'PRO', 'NIL']","['male.n.02', 'money.n.01', 'O', 'female.n.02', 'owe.v.01', 'male.n.02', 'O']"
454, p00/d2629,He,male.n.02,"['He', ""'s"", 'the', 'oldest']","['male', 'be', 'the', 'old']","['PRO', 'ENS', 'DEF', 'TOP']","['male.n.02', 'be.v.02', 'O', 'old.a.01']"
455, p00/d2629,'s,be.v.02,"['He', ""'s"", 'the', 'oldest', 'son']","['male', 'be', 'the', 'old', 'son']","['PRO', 'ENS', 'DEF', 'TOP', 'ROL']","['male.n.02', 'be.v.02', 'O', 'old.a.01', 'son.n.01']"
456, p00/d2629,oldest,old.a.01,"['He', ""'s"", 'the', 'oldest', 'son', '.']","['male', 'be', 'the', 'old', 'son', '.']","['PRO', 'ENS', 'DEF', 'TOP', 'ROL', 'NIL']","['male.n.02', 'be.v.02', 'O', 'old.a.01', 'son.n.01', 'O']"
457, p20/d2518,barred,bar.v.02,"['We', 'barred', 'the', 'door', 'and']","['speaker', 'bar', 'the', 'door', 'and']","['PRO', 'EPS', 'DEF', 'CON', 'COO']","['O', 'bar.v.02', 'O', 'door.n.01', 'O']"
458, p20/d2518,door,door.n.01,"['We', 'barred', 'the', 'door', 'and', 'locked', 'it']","['speaker', 'bar', 'the', 'door', 'and', 'lock', 'entity']","['PRO', 'EPS', 'DEF', 'CON', 'COO', 'EPS', 'PRO']","['O', 'bar.v.02', 'O', 'door.n.01', 'O', 'lock.v.01', 'entity.n.01']"
459, p20/d2518,locked,lock.v.01,"['the', 'door', 'and', 'locked', 'it', '.']","['the', 'door', 'and', 'lock', 'entity', '.']","['DEF', 'CON', 'COO', 'EPS', 'PRO', 'NIL']","['O', 'door.n.01', 'O', 'lock.v.01', 'entity.n.01', 'O']"
460, p20/d1988,secret,secret.n.01,"['The', 'secret', 'leaked', 'out', '.']","['the', 'secret', 'leak~out', 'out', '.']","['DEF', 'CON', 'EPS', 'REL', 'NIL']","['O', 'secret.n.01', 'leak_out.v.01', 'O', 'O']"
461, p20/d1988,leaked,leak_out.v.01,"['The', 'secret', 'leaked', 'out', '.']","['the', 'secret', 'leak~out', 'out', '.']","['DEF', 'CON', 'EPS', 'REL', 'NIL']","['O', 'secret.n.01', 'leak_out.v.01', 'O', 'O']"
462, p20/d1938,Abrams,male.n.02,"['Abrams', 'handed', 'the', 'cigarette']","['abrams', 'hand', 'the', 'cigarette']","['PER', 'EPS', 'DEF', 'CON']","['male.n.02', 'hand.v.01', 'O', 'cigarette.n.01']"
463, p20/d1938,handed,hand.v.01,"['Abrams', 'handed', 'the', 'cigarette', 'to']","['abrams', 'hand', 'the', 'cigarette', 'to']","['PER', 'EPS', 'DEF', 'CON', 'REL']","['male.n.02', 'hand.v.01', 'O', 'cigarette.n.01', 'O']"
464, p20/d1938,cigarette,cigarette.n.01,"['Abrams', 'handed', 'the', 'cigarette', 'to', 'Browne', '.']","['abrams', 'hand', 'the', 'cigarette', 'to', 'browne', '.']","['PER', 'EPS', 'DEF', 'CON', 'REL', 'PER', 'NIL']","['male.n.02', 'hand.v.01', 'O', 'cigarette.n.01', 'O', 'male.n.02', 'O']"
465, p20/d0866,He,male.n.02,"['He', 'needs', 'an', 'umbrella']","['male', 'need', 'an', 'umbrella']","['PRO', 'ENS', 'DIS', 'CON']","['male.n.02', 'need.v.02', 'O', 'umbrella.n.01']"
466, p20/d0866,needs,need.v.02,"['He', 'needs', 'an', 'umbrella', '.']","['male', 'need', 'an', 'umbrella', '.']","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['male.n.02', 'need.v.02', 'O', 'umbrella.n.01', 'O']"
467, p20/d1456,long,long.a.02,"['How', 'long', 'is', 'this', 'blade']","['how', 'long', 'be', 'this', 'blade']","['QUE', 'DEG', 'NOW', 'PRX', 'CON']","['O', 'long.a.02', 'O', 'O', 'blade.n.04']"
468, p30/d0195,He,male.n.02,"['He', 'asked', 'me', 'whether']","['male', 'ask', 'speaker', 'whether']","['PRO', 'EPS', 'PRO', 'DIS']","['male.n.02', 'ask.v.01', 'O', 'O']"
469, p30/d0195,asked,ask.v.01,"['He', 'asked', 'me', 'whether', 'I']","['male', 'ask', 'speaker', 'whether', 'speaker']","['PRO', 'EPS', 'PRO', 'DIS', 'PRO']","['male.n.02', 'ask.v.01', 'O', 'O', 'O']"
470, p30/d0195,like,like.v.02,"['me', 'whether', 'I', 'like', 'math', '.']","['speaker', 'whether', 'speaker', 'like', 'math', '.']","['PRO', 'DIS', 'PRO', 'ENS', 'CON', 'NIL']","['O', 'O', 'O', 'like.v.02', 'math.n.01', 'O']"
471, p10/d3363,He,male.n.02,"['He', 'darkens', 'the', 'room']","['male', 'darken', 'the', 'room']","['PRO', 'ENS', 'DEF', 'CON']","['male.n.02', 'darken.v.03', 'O', 'room.n.01']"
472, p10/d3363,darkens,darken.v.03,"['He', 'darkens', 'the', 'room', '.']","['male', 'darken', 'the', 'room', '.']","['PRO', 'ENS', 'DEF', 'CON', 'NIL']","['male.n.02', 'darken.v.03', 'O', 'room.n.01', 'O']"
473, p00/d3353,Tom,male.n.02,"['Tom', ""'s"", 'cooking', 'breakfast']","['tom', 'be', 'cook', 'breakfast']","['PER', 'NOW', 'EXG', 'CON']","['male.n.02', 'O', 'cook.v.02', 'breakfast.n.01']"
474, p00/d3353,cooking,cook.v.02,"['Tom', ""'s"", 'cooking', 'breakfast', '.']","['tom', 'be', 'cook', 'breakfast', '.']","['PER', 'NOW', 'EXG', 'CON', 'NIL']","['male.n.02', 'O', 'cook.v.02', 'breakfast.n.01', 'O']"
475, p00/d2572,This,entity.n.01,"['This', 'story', 'does', ""n't""]","['entity', 'story', 'do', 'not']","['PRX', 'CON', 'NOW', 'NOT']","['entity.n.01', 'story.n.02', 'O', 'O']"
476, p00/d2572,story,story.n.02,"['This', 'story', 'does', ""n't"", 'have']","['entity', 'story', 'do', 'not', 'have']","['PRX', 'CON', 'NOW', 'NOT', 'EXS']","['entity.n.01', 'story.n.02', 'O', 'O', 'have.v.02']"
