,sentence,word,sense,context,sym_context,sem_context,sns_context
671, p20/d1456,long,long.a.02,"['How', 'long', 'is', 'this']","['how', 'long', 'be', 'this']","['QUE', 'DEG', 'NOW', 'PRX']","['O', 'long.a.02', 'O', 'O']"
672, p20/d1456,blade,blade.n.04,"['is', 'this', 'blade', '?']","['be', 'this', 'blade', '?']","['NOW', 'PRX', 'CON', 'QUE']","['O', 'O', 'blade.n.04', 'O']"
673, p30/d0195,He,male.n.02,"['He', 'asked', 'me']","['male', 'ask', 'speaker']","['PRO', 'EPS', 'PRO']","['male.n.02', 'ask.v.01', 'O']"
674, p30/d0195,asked,ask.v.01,"['He', 'asked', 'me', 'whether']","['male', 'ask', 'speaker', 'whether']","['PRO', 'EPS', 'PRO', 'DIS']","['male.n.02', 'ask.v.01', 'O', 'O']"
675, p30/d0195,like,like.v.02,"['whether', 'I', 'like', 'math', '.']","['whether', 'speaker', 'like', 'math', '.']","['DIS', 'PRO', 'ENS', 'CON', 'NIL']","['O', 'O', 'like.v.02', 'math.n.01', 'O']"
676, p30/d0195,math,math.n.01,"['I', 'like', 'math', '.']","['speaker', 'like', 'math', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'like.v.02', 'math.n.01', 'O']"
677, p10/d3363,He,male.n.02,"['He', 'darkens', 'the']","['male', 'darken', 'the']","['PRO', 'ENS', 'DEF']","['male.n.02', 'darken.v.03', 'O']"
678, p10/d3363,darkens,darken.v.03,"['He', 'darkens', 'the', 'room']","['male', 'darken', 'the', 'room']","['PRO', 'ENS', 'DEF', 'CON']","['male.n.02', 'darken.v.03', 'O', 'room.n.01']"
679, p10/d3363,room,room.n.01,"['darkens', 'the', 'room', '.']","['darken', 'the', 'room', '.']","['ENS', 'DEF', 'CON', 'NIL']","['darken.v.03', 'O', 'room.n.01', 'O']"
680, p00/d3353,Tom,male.n.02,"['Tom', ""'s"", 'cooking']","['tom', 'be', 'cook']","['PER', 'NOW', 'EXG']","['male.n.02', 'O', 'cook.v.02']"
681, p00/d3353,cooking,cook.v.02,"['Tom', ""'s"", 'cooking', 'breakfast', '.']","['tom', 'be', 'cook', 'breakfast', '.']","['PER', 'NOW', 'EXG', 'CON', 'NIL']","['male.n.02', 'O', 'cook.v.02', 'breakfast.n.01', 'O']"
682, p00/d3353,breakfast,breakfast.n.01,"[""'s"", 'cooking', 'breakfast', '.']","['be', 'cook', 'breakfast', '.']","['NOW', 'EXG', 'CON', 'NIL']","['O', 'cook.v.02', 'breakfast.n.01', 'O']"
683, p00/d2572,This,entity.n.01,"['This', 'story', 'does']","['entity', 'story', 'do']","['PRX', 'CON', 'NOW']","['entity.n.01', 'story.n.02', 'O']"
684, p00/d2572,story,story.n.02,"['This', 'story', 'does', ""n't""]","['entity', 'story', 'do', 'not']","['PRX', 'CON', 'NOW', 'NOT']","['entity.n.01', 'story.n.02', 'O', 'O']"
685, p00/d2572,have,have.v.02,"['does', ""n't"", 'have', 'a', 'happy']","['do', 'not', 'have', 'a', 'happy']","['NOW', 'NOT', 'EXS', 'DIS', 'IST']","['O', 'O', 'have.v.02', 'O', 'happy.a.01']"
686, p00/d2572,happy,happy.a.01,"['have', 'a', 'happy', 'ending', '.']","['have', 'a', 'happy', 'ending', '.']","['EXS', 'DIS', 'IST', 'CON', 'NIL']","['have.v.02', 'O', 'happy.a.01', 'ending.n.04', 'O']"
687, p00/d2572,ending,ending.n.04,"['a', 'happy', 'ending', '.']","['a', 'happy', 'ending', '.']","['DIS', 'IST', 'CON', 'NIL']","['O', 'happy.a.01', 'ending.n.04', 'O']"
688, p10/d2439,hate,hate.v.01,"['I', 'hate', 'birthday~parties', '.']","['speaker', 'hate', 'birthday~party', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'hate.v.01', 'birthday_party.n.01', 'O']"
689, p10/d2439,birthday~parties,birthday_party.n.01,"['I', 'hate', 'birthday~parties', '.']","['speaker', 'hate', 'birthday~party', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'hate.v.01', 'birthday_party.n.01', 'O']"
690, p10/d2984,pessimism,pessimism.n.01,"['What', 'a', 'pessimism', '!']","['what', 'a', 'pessimism', '!']","['EMP', 'DIS', 'CON', 'EMP']","['O', 'O', 'pessimism.n.01', 'O']"
691, p10/d3483,illiterate,illiterate.a.01,"['I', ""'m"", 'illiterate', '.']","['speaker', 'be', 'illiterate', '.']","['PRO', 'NOW', 'IST', 'NIL']","['O', 'O', 'illiterate.a.01', 'O']"
692, p30/d3248,Tom,male.n.02,"['Tom', 'is', 'very']","['tom', 'be', 'very']","['PER', 'NOW', 'INT']","['male.n.02', 'O', 'very.r.01']"
693, p30/d3248,very,very.r.01,"['Tom', 'is', 'very', 'sociable', '.']","['tom', 'be', 'very', 'sociable', '.']","['PER', 'NOW', 'INT', 'IST', 'NIL']","['male.n.02', 'O', 'very.r.01', 'sociable.a.01', 'O']"
694, p30/d3248,sociable,sociable.a.01,"['is', 'very', 'sociable', '.']","['be', 'very', 'sociable', '.']","['NOW', 'INT', 'IST', 'NIL']","['O', 'very.r.01', 'sociable.a.01', 'O']"
695, p00/d0888,book,book.n.02,"['The', 'book', 'is', 'big']","['the', 'book', 'be', 'big']","['DEF', 'CON', 'NOW', 'DEG']","['O', 'book.n.02', 'O', 'big.a.01']"
696, p00/d0888,big,big.a.01,"['book', 'is', 'big', '.']","['book', 'be', 'big', '.']","['CON', 'NOW', 'DEG', 'NIL']","['book.n.02', 'O', 'big.a.01', 'O']"
697, p20/d0761,Senacal,female.n.02,"['Senacal', 'resides', 'in']","['senacal', 'reside', 'in']","['PER', 'ENS', 'REL']","['female.n.02', 'reside.v.01', 'O']"
698, p20/d0761,resides,reside.v.01,"['Senacal', 'resides', 'in', 'Cortland~Manor']","['senacal', 'reside', 'in', 'cortland~manor']","['PER', 'ENS', 'REL', 'GPE']","['female.n.02', 'reside.v.01', 'O', 'city.n.02']"
699, p20/d0761,Cortland~Manor,city.n.02,"['resides', 'in', 'Cortland~Manor', '.']","['reside', 'in', 'cortland~manor', '.']","['ENS', 'REL', 'GPE', 'NIL']","['reside.v.01', 'O', 'city.n.02', 'O']"
700, p00/d1763,lost,lose.v.04,"['I', 'have', 'lost', 'my', 'pencil']","['speaker', 'have', 'lose', 'speaker', 'pencil']","['PRO', 'NOW', 'EXT', 'HAS', 'CON']","['O', 'O', 'lose.v.04', 'O', 'pencil.n.01']"
701, p00/d1763,pencil,pencil.n.01,"['lost', 'my', 'pencil', '.']","['lose', 'speaker', 'pencil', '.']","['EXT', 'HAS', 'CON', 'NIL']","['lose.v.04', 'O', 'pencil.n.01', 'O']"
702, p00/d2143,doll,doll.n.01,"['The', 'doll', 'lay', 'on']","['the', 'doll', 'lie', 'on']","['DEF', 'CON', 'EPS', 'REL']","['O', 'doll.n.01', 'lie.v.01', 'O']"
703, p00/d2143,lay,lie.v.01,"['The', 'doll', 'lay', 'on', 'the']","['the', 'doll', 'lie', 'on', 'the']","['DEF', 'CON', 'EPS', 'REL', 'DEF']","['O', 'doll.n.01', 'lie.v.01', 'O', 'O']"
704, p00/d2143,floor,floor.n.01,"['on', 'the', 'floor', '.']","['on', 'the', 'floor', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'floor.n.01', 'O']"
705, p10/d1981,He,male.n.02,"['He', 'bought', 'me']","['male', 'buy', 'speaker']","['PRO', 'EPS', 'PRO']","['male.n.02', 'buy.v.01', 'O']"
706, p10/d1981,bought,buy.v.01,"['He', 'bought', 'me', 'a']","['male', 'buy', 'speaker', 'a']","['PRO', 'EPS', 'PRO', 'DIS']","['male.n.02', 'buy.v.01', 'O', 'O']"
707, p10/d1981,new,new.a.05,"['me', 'a', 'new', 'dictionary', '.']","['speaker', 'a', 'new', 'dictionary', '.']","['PRO', 'DIS', 'IST', 'CON', 'NIL']","['O', 'O', 'new.a.05', 'dictionary.n.01', 'O']"
708, p10/d1981,dictionary,dictionary.n.01,"['a', 'new', 'dictionary', '.']","['a', 'new', 'dictionary', '.']","['DIS', 'IST', 'CON', 'NIL']","['O', 'new.a.05', 'dictionary.n.01', 'O']"
709, p20/d3517,Tom,male.n.02,"['Tom', 'is', 'stirring']","['tom', 'be', 'stir']","['PER', 'NOW', 'EXG']","['male.n.02', 'O', 'stir.v.01']"
710, p20/d3517,stirring,stir.v.01,"['Tom', 'is', 'stirring', 'his', 'coffee']","['tom', 'be', 'stir', 'male', 'coffee']","['PER', 'NOW', 'EXG', 'HAS', 'CON']","['male.n.02', 'O', 'stir.v.01', 'male.n.02', 'coffee.n.01']"
711, p20/d3517,his,male.n.02,"['is', 'stirring', 'his', 'coffee', '.']","['be', 'stir', 'male', 'coffee', '.']","['NOW', 'EXG', 'HAS', 'CON', 'NIL']","['O', 'stir.v.01', 'male.n.02', 'coffee.n.01', 'O']"
712, p20/d3517,coffee,coffee.n.01,"['stirring', 'his', 'coffee', '.']","['stir', 'male', 'coffee', '.']","['EXG', 'HAS', 'CON', 'NIL']","['stir.v.01', 'male.n.02', 'coffee.n.01', 'O']"
713, p00/d3238,She,female.n.02,"['She', 'won', 'a']","['female', 'win', 'a']","['PRO', 'EPS', 'DIS']","['female.n.02', 'win.v.01', 'O']"
714, p00/d3238,won,win.v.01,"['She', 'won', 'a', 'phone']","['female', 'win', 'a', 'phone']","['PRO', 'EPS', 'DIS', 'CON']","['female.n.02', 'win.v.01', 'O', 'phone.n.01']"
715, p00/d3238,phone,phone.n.01,"['won', 'a', 'phone', '.']","['win', 'a', 'phone', '.']","['EPS', 'DIS', 'CON', 'NIL']","['win.v.01', 'O', 'phone.n.01', 'O']"
716, p20/d0797,This,entity.n.01,"['This', 'is', 'the']","['entity', 'be', 'the']","['PRX', 'ENS', 'DEF']","['entity.n.01', 'be.v.02', 'O']"
717, p20/d0797,is,be.v.02,"['This', 'is', 'the', 'end']","['entity', 'be', 'the', 'end']","['PRX', 'ENS', 'DEF', 'CON']","['entity.n.01', 'be.v.02', 'O', 'end.n.03']"
718, p20/d0797,end,end.n.03,"['is', 'the', 'end', 'of', 'my']","['be', 'the', 'end', 'of', 'speaker']","['ENS', 'DEF', 'CON', 'REL', 'HAS']","['be.v.02', 'O', 'end.n.03', 'O', 'O']"
719, p20/d0797,story,story.n.01,"['of', 'my', 'story', '.']","['of', 'speaker', 'story', '.']","['REL', 'HAS', 'CON', 'NIL']","['O', 'O', 'story.n.01', 'O']"
720, p10/d3217,love,love.v.01,"['I', 'love', 'hamburgers', '.']","['speaker', 'love', 'hamburger', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'love.v.01', 'hamburger.n.01', 'O']"
721, p10/d3217,hamburgers,hamburger.n.01,"['I', 'love', 'hamburgers', '.']","['speaker', 'love', 'hamburger', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'love.v.01', 'hamburger.n.01', 'O']"
722, p30/d3117,That,entity.n.01,"['That', ""'s"", 'ironic']","['entity', 'be', 'ironic']","['DST', 'NOW', 'IST']","['entity.n.01', 'O', 'ironic.a.01']"
723, p30/d3117,ironic,ironic.a.01,"['That', ""'s"", 'ironic', '.']","['entity', 'be', 'ironic', '.']","['DST', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'ironic.a.01', 'O']"
724, p10/d2062,forgot,forget.v.04,"['I', 'forgot', 'my', 'pen']","['speaker', 'forget', 'speaker', 'pen']","['PRO', 'EPS', 'HAS', 'CON']","['O', 'forget.v.04', 'O', 'pen.n.01']"
725, p10/d2062,pen,pen.n.01,"['forgot', 'my', 'pen', '.']","['forget', 'speaker', 'pen', '.']","['EPS', 'HAS', 'CON', 'NIL']","['forget.v.04', 'O', 'pen.n.01', 'O']"
726, p00/d0712,Kraft,company.n.01,"['Kraft', 'sold', 'Celestial~Seasonings']","['kraft', 'sell', 'celestial~seasonings']","['ORG', 'EPS', 'ORG']","['company.n.01', 'sell.v.01', 'company.n.01']"
727, p00/d0712,sold,sell.v.01,"['Kraft', 'sold', 'Celestial~Seasonings', '.']","['kraft', 'sell', 'celestial~seasonings', '.']","['ORG', 'EPS', 'ORG', 'NIL']","['company.n.01', 'sell.v.01', 'company.n.01', 'O']"
728, p00/d0712,Celestial~Seasonings,company.n.01,"['Kraft', 'sold', 'Celestial~Seasonings', '.']","['kraft', 'sell', 'celestial~seasonings', '.']","['ORG', 'EPS', 'ORG', 'NIL']","['company.n.01', 'sell.v.01', 'company.n.01', 'O']"
729, p20/d2342,tiger~cub,tiger_cub.n.01,"['The', 'tiger~cub', 'looked', 'like']","['the', 'tiger~cub', 'look~like', 'like']","['DEF', 'CON', 'EPS', 'REL']","['O', 'tiger_cub.n.01', 'look_like.v.01', 'O']"
730, p20/d2342,looked,look_like.v.01,"['The', 'tiger~cub', 'looked', 'like', 'a']","['the', 'tiger~cub', 'look~like', 'like', 'a']","['DEF', 'CON', 'EPS', 'REL', 'DIS']","['O', 'tiger_cub.n.01', 'look_like.v.01', 'O', 'O']"
731, p20/d2342,large,large.a.01,"['like', 'a', 'large', 'kitten', '.']","['like', 'a', 'large', 'kitten', '.']","['REL', 'DIS', 'DEG', 'CON', 'NIL']","['O', 'O', 'large.a.01', 'kitten.n.01', 'O']"
732, p20/d2342,kitten,kitten.n.01,"['a', 'large', 'kitten', '.']","['a', 'large', 'kitten', '.']","['DIS', 'DEG', 'CON', 'NIL']","['O', 'large.a.01', 'kitten.n.01', 'O']"
733, p20/d0762,Dinosaur,dinosaur.n.01,"['Dinosaur', 'remains', 'were']","['dinosaur', 'remains', 'be']","['CON', 'CON', 'PST']","['dinosaur.n.01', 'remains.n.01', 'O']"
734, p20/d0762,remains,remains.n.01,"['Dinosaur', 'remains', 'were', 'found']","['dinosaur', 'remains', 'be', 'find']","['CON', 'CON', 'PST', 'EXS']","['dinosaur.n.01', 'remains.n.01', 'O', 'find.v.01']"
735, p20/d0762,found,find.v.01,"['remains', 'were', 'found', 'in', 'Asia']","['remains', 'be', 'find', 'in', 'asia']","['CON', 'PST', 'EXS', 'REL', 'GPE']","['remains.n.01', 'O', 'find.v.01', 'O', 'continent.n.01']"
736, p20/d0762,Asia,continent.n.01,"['found', 'in', 'Asia', '.']","['find', 'in', 'asia', '.']","['EXS', 'REL', 'GPE', 'NIL']","['find.v.01', 'O', 'continent.n.01', 'O']"
737, p30/d3537,Tom,male.n.02,"['Tom', 'is', 'majoring']","['tom', 'be', 'major']","['PER', 'NOW', 'EXG']","['male.n.02', 'O', 'major.v.01']"
738, p30/d3537,majoring,major.v.01,"['Tom', 'is', 'majoring', 'in', 'architecture']","['tom', 'be', 'major', 'in', 'architecture']","['PER', 'NOW', 'EXG', 'REL', 'CON']","['male.n.02', 'O', 'major.v.01', 'O', 'architecture.n.02']"
739, p30/d3537,architecture,architecture.n.02,"['majoring', 'in', 'architecture', '.']","['major', 'in', 'architecture', '.']","['EXG', 'REL', 'CON', 'NIL']","['major.v.01', 'O', 'architecture.n.02', 'O']"
740, p00/d3461,Tom,male.n.02,"['Tom', 'loves', 'tulips']","['tom', 'love', 'tulip']","['PER', 'ENS', 'CON']","['male.n.02', 'love.v.01', 'tulip.n.01']"
741, p00/d3461,loves,love.v.01,"['Tom', 'loves', 'tulips', '.']","['tom', 'love', 'tulip', '.']","['PER', 'ENS', 'CON', 'NIL']","['male.n.02', 'love.v.01', 'tulip.n.01', 'O']"
742, p00/d3461,tulips,tulip.n.01,"['Tom', 'loves', 'tulips', '.']","['tom', 'love', 'tulip', '.']","['PER', 'ENS', 'CON', 'NIL']","['male.n.02', 'love.v.01', 'tulip.n.01', 'O']"
743, p20/d2106,This,entity.n.01,"['This', 'sucks', '.']","['entity', 'suck', '.']","['PRX', 'ENS', 'NIL']","['entity.n.01', 'suck.v.04', 'O']"
744, p20/d2106,sucks,suck.v.04,"['This', 'sucks', '.']","['entity', 'suck', '.']","['PRX', 'ENS', 'NIL']","['entity.n.01', 'suck.v.04', 'O']"
745, p00/d1807,phoned,phone.v.01,"['I', 'phoned', '.']","['speaker', 'phone', '.']","['PRO', 'EPS', 'NIL']","['O', 'phone.v.01', 'O']"
746, p30/d1768,one,person.n.01,"['Every', 'one', 'except', 'Tom']","['every', 'person', 'except', 'tom']","['AND', 'CON', 'NOT', 'PER']","['O', 'person.n.01', 'O', 'male.n.02']"
747, p30/d1768,Tom,male.n.02,"['one', 'except', 'Tom', 'was', 'wearing']","['person', 'except', 'tom', 'be', 'wear']","['CON', 'NOT', 'PER', 'PST', 'EXG']","['person.n.01', 'O', 'male.n.02', 'O', 'wear.v.02']"
748, p30/d1768,wearing,wear.v.02,"['Tom', 'was', 'wearing', 'a', 'tie']","['tom', 'be', 'wear', 'a', 'tie']","['PER', 'PST', 'EXG', 'DIS', 'CON']","['male.n.02', 'O', 'wear.v.02', 'O', 'tie.n.01']"
749, p30/d1768,tie,tie.n.01,"['wearing', 'a', 'tie', '.']","['wear', 'a', 'tie', '.']","['EXG', 'DIS', 'CON', 'NIL']","['wear.v.02', 'O', 'tie.n.01', 'O']"
750, p10/d2230,He,male.n.02,"['He', ""'s"", 'a']","['male', 'be', 'a']","['PRO', 'ENS', 'DIS']","['male.n.02', 'be.v.01', 'O']"
751, p10/d2230,'s,be.v.01,"['He', ""'s"", 'a', 'very']","['male', 'be', 'a', 'very']","['PRO', 'ENS', 'DIS', 'INT']","['male.n.02', 'be.v.01', 'O', 'very.r.01']"
752, p10/d2230,very,very.r.01,"[""'s"", 'a', 'very', 'talented', 'man']","['be', 'a', 'very', 'talented', 'man']","['ENS', 'DIS', 'INT', 'IST', 'CON']","['be.v.01', 'O', 'very.r.01', 'talented.a.01', 'man.n.01']"
753, p10/d2230,talented,talented.a.01,"['a', 'very', 'talented', 'man', '.']","['a', 'very', 'talented', 'man', '.']","['DIS', 'INT', 'IST', 'CON', 'NIL']","['O', 'very.r.01', 'talented.a.01', 'man.n.01', 'O']"
754, p10/d2230,man,man.n.01,"['very', 'talented', 'man', '.']","['very', 'talented', 'man', '.']","['INT', 'IST', 'CON', 'NIL']","['very.r.01', 'talented.a.01', 'man.n.01', 'O']"
755, p00/d1948,cube~root,cube_root.n.01,"['The', 'cube~root', 'of', 'twenty-seven']","['the', 'cube~root', 'of', '27']","['DEF', 'CON', 'REL', 'QUC']","['O', 'cube_root.n.01', 'O', 'O']"
756, p00/d1948,is,be.v.06,"['of', 'twenty-seven', 'is', 'three', '.']","['of', '27', 'be', '3', '.']","['REL', 'QUC', 'EXS', 'QUC', 'NIL']","['O', 'O', 'be.v.06', 'O', 'O']"
757, p00/d1691,Tom,male.n.02,"['Tom', 'carefully', 'wiped']","['tom', 'carefully', 'wipe']","['PER', 'IST', 'EPS']","['male.n.02', 'carefully.r.01', 'wipe.v.01']"
758, p00/d1691,carefully,carefully.r.01,"['Tom', 'carefully', 'wiped', 'his']","['tom', 'carefully', 'wipe', 'male']","['PER', 'IST', 'EPS', 'HAS']","['male.n.02', 'carefully.r.01', 'wipe.v.01', 'male.n.02']"
759, p00/d1691,wiped,wipe.v.01,"['Tom', 'carefully', 'wiped', 'his', 'fingerprints']","['tom', 'carefully', 'wipe', 'male', 'fingerprint']","['PER', 'IST', 'EPS', 'HAS', 'CON']","['male.n.02', 'carefully.r.01', 'wipe.v.01', 'male.n.02', 'fingerprint.n.01']"
760, p00/d1691,his,male.n.02,"['carefully', 'wiped', 'his', 'fingerprints', 'off']","['carefully', 'wipe', 'male', 'fingerprint', 'off']","['IST', 'EPS', 'HAS', 'CON', 'REL']","['carefully.r.01', 'wipe.v.01', 'male.n.02', 'fingerprint.n.01', 'O']"
761, p00/d1691,fingerprints,fingerprint.n.01,"['wiped', 'his', 'fingerprints', 'off', 'the']","['wipe', 'male', 'fingerprint', 'off', 'the']","['EPS', 'HAS', 'CON', 'REL', 'DEF']","['wipe.v.01', 'male.n.02', 'fingerprint.n.01', 'O', 'O']"
762, p00/d1691,knife,knife.n.01,"['off', 'the', 'knife', '.']","['off', 'the', 'knife', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'knife.n.01', 'O']"
763, p00/d1398,bored,bored.a.02,"['I', ""'m"", 'bored', 'right', 'now']","['speaker', 'be', 'bored', 'right', 'now']","['PRO', 'NOW', 'IST', 'EQU', 'NOW']","['O', 'O', 'bored.a.02', 'O', 'O']"
764, p00/d2288,Tom,male.n.02,"['Tom', 'dreamed', 'of']","['tom', 'dream', 'of']","['PER', 'EPS', 'REL']","['male.n.02', 'dream.v.01', 'O']"
765, p00/d2288,dreamed,dream.v.01,"['Tom', 'dreamed', 'of', 'her']","['tom', 'dream', 'of', 'female']","['PER', 'EPS', 'REL', 'PRO']","['male.n.02', 'dream.v.01', 'O', 'female.n.02']"
766, p00/d2288,her,female.n.02,"['dreamed', 'of', 'her', 'often', '.']","['dream', 'of', 'female', '+', '.']","['EPS', 'REL', 'PRO', 'QUV', 'NIL']","['dream.v.01', 'O', 'female.n.02', 'O', 'O']"
767, p30/d3369,take,take.v.02,"['It', 'will', 'take', 'me', '20']","['it', 'will', 'take', 'speaker', '20']","['NIL', 'FUT', 'EXS', 'PRO', 'QUC']","['O', 'O', 'take.v.02', 'O', 'O']"
768, p30/d3369,minutes,minute.n.01,"['me', '20', 'minutes', 'to', 'get']","['speaker', '20', 'minute', 'to', 'get', 'to']","['PRO', 'QUC', 'UOM', 'NIL', 'EXS', 'REL']","['O', 'O', 'minute.n.01', 'O', 'get.v.05', 'O']"
769, p30/d3369,get,get.v.05,"['minutes', 'to', 'get', 'to', 'the']","['minute', 'to', 'get', 'to', 'the']","['UOM', 'NIL', 'EXS', 'REL', 'DEF']","['minute.n.01', 'O', 'get.v.05', 'O', 'O']"
770, p30/d3369,station,station.n.01,"['to', 'the', 'station', 'by', 'taxi']","['to', 'to', 'the', 'station', 'by', 'taxi']","['NIL', 'REL', 'DEF', 'CON', 'REL', 'CON']","['O', 'O', 'O', 'station.n.01', 'O', 'taxi.n.01']"
771, p30/d3369,taxi,taxi.n.01,"['station', 'by', 'taxi', '.']","['station', 'by', 'taxi', '.']","['CON', 'REL', 'CON', 'NIL']","['station.n.01', 'O', 'taxi.n.01', 'O']"
772, p20/d3002,voyage,voyage.n.01,"['The', 'voyage', 'lasted', '14']","['the', 'voyage', 'last', '14']","['DEF', 'CON', 'EPS', 'QUC']","['O', 'voyage.n.01', 'last.v.01', 'O']"
773, p20/d3002,lasted,last.v.01,"['The', 'voyage', 'lasted', '14', 'months']","['the', 'voyage', 'last', '14', 'month']","['DEF', 'CON', 'EPS', 'QUC', 'UOM']","['O', 'voyage.n.01', 'last.v.01', 'O', 'month.n.02']"
774, p20/d3002,months,month.n.02,"['lasted', '14', 'months', '.']","['last', '14', 'month', '.']","['EPS', 'QUC', 'UOM', 'NIL']","['last.v.01', 'O', 'month.n.02', 'O']"
775, p00/d1178,site,site.n.01,"[',', 'the', 'site', 'was', 'acquired']","[',', 'the', 'site', 'be', 'acquire']","['NIL', 'DEF', 'CON', 'PST', 'EXS']","['O', 'O', 'site.n.01', 'O', 'acquire.v.01']"
776, p00/d1178,acquired,acquire.v.01,"['site', 'was', 'acquired', 'by', 'Produits~Chimiques~Bozel~Lamotte']","['site', 'be', 'acquire', 'by', 'produits~chimiques~bozel~lamotte']","['CON', 'PST', 'EXS', 'REL', 'ORG']","['site.n.01', 'O', 'acquire.v.01', 'O', 'company.n.01']"
777, p00/d1178,Produits~Chimiques~Bozel~Lamotte,company.n.01,"['acquired', 'by', 'Produits~Chimiques~Bozel~Lamotte', '.']","['acquire', 'by', 'produits~chimiques~bozel~lamotte', '.']","['EXS', 'REL', 'ORG', 'NIL']","['acquire.v.01', 'O', 'company.n.01', 'O']"
778, p10/d2642,dog,dog.n.01,"['The', 'dog', 'is', 'red']","['the', 'dog', 'be', 'red']","['DEF', 'CON', 'NOW', 'COL']","['O', 'dog.n.01', 'O', 'red.a.01']"
779, p10/d2642,red,red.a.01,"['dog', 'is', 'red', '.']","['dog', 'be', 'red', '.']","['CON', 'NOW', 'COL', 'NIL']","['dog.n.01', 'O', 'red.a.01', 'O']"
780, p00/d0717,yakuza,yakuza.n.02,"['The', 'yakuza', 'are', 'the']","['the', 'yakuza', 'be', 'the']","['DEF', 'CON', 'ENS', 'DEF']","['O', 'yakuza.n.02', 'be.v.02', 'O']"
781, p00/d0717,are,be.v.02,"['The', 'yakuza', 'are', 'the', 'Japanese']","['the', 'yakuza', 'be', 'the', 'japan']","['DEF', 'CON', 'ENS', 'DEF', 'GPO']","['O', 'yakuza.n.02', 'be.v.02', 'O', 'country.n.02']"
782, p00/d0717,Japanese,country.n.02,"['are', 'the', 'Japanese', 'mafia', '.']","['be', 'the', 'japan', 'mafia', '.']","['ENS', 'DEF', 'GPO', 'CON', 'NIL']","['be.v.02', 'O', 'country.n.02', 'mafia.n.01', 'O']"
783, p00/d0717,mafia,mafia.n.01,"['the', 'Japanese', 'mafia', '.']","['the', 'japan', 'mafia', '.']","['DEF', 'GPO', 'CON', 'NIL']","['O', 'country.n.02', 'mafia.n.01', 'O']"
784, p20/d3377,Call,call.v.03,"['Call', 'him', '.']","['call', 'male', '.']","['EXS', 'PRO', 'NIL']","['call.v.03', 'male.n.02', 'O']"
785, p20/d3377,him,male.n.02,"['Call', 'him', '.']","['call', 'male', '.']","['EXS', 'PRO', 'NIL']","['call.v.03', 'male.n.02', 'O']"
786, p00/d1643,He,male.n.02,"['He', 'is', 'leaving']","['male', 'be', 'leave']","['PRO', 'FUT', 'EXG']","['male.n.02', 'O', 'leave.v.01']"
787, p00/d1643,leaving,leave.v.01,"['He', 'is', 'leaving', 'Chicago', 'tomorrow']","['male', 'be', 'leave', 'chicago', 'day']","['PRO', 'FUT', 'EXG', 'GPE', 'FUT']","['male.n.02', 'O', 'leave.v.01', 'city.n.01', 'O']"
788, p00/d1643,Chicago,city.n.01,"['is', 'leaving', 'Chicago', 'tomorrow', '.']","['be', 'leave', 'chicago', 'day', '.']","['FUT', 'EXG', 'GPE', 'FUT', 'NIL']","['O', 'leave.v.01', 'city.n.01', 'O', 'O']"
789, p00/d1424,They,person.n.01,"['They', 'were', 'satisfied']","['person', 'be', 'satisfied']","['PRO', 'PST', 'IST']","['person.n.01', 'O', 'satisfied.a.01']"
790, p00/d1424,satisfied,satisfied.a.01,"['They', 'were', 'satisfied', '.']","['person', 'be', 'satisfied', '.']","['PRO', 'PST', 'IST', 'NIL']","['person.n.01', 'O', 'satisfied.a.01', 'O']"
791, p30/d2966,vote,vote.n.02,"['The', 'vote', 'took', 'place']","['the', 'vote', 'take~place', 'place']","['DEF', 'CON', 'EPS', 'NIL']","['O', 'vote.n.02', 'take_place.v.01', 'O']"
792, p30/d2966,took,take_place.v.01,"['The', 'vote', 'took', 'place', 'on']","['the', 'vote', 'take~place', 'place', 'on']","['DEF', 'CON', 'EPS', 'NIL', 'REL']","['O', 'vote.n.02', 'take_place.v.01', 'O', 'O']"
